_id,url,title,article,summary,nlu.Concepts[0].name,nlu.Concepts[1].name,nlu.Location[0].name,nlu.Location[1].name,classification.isIncident,locations[0].address,locations[1].address,trfk_type.keys[0],trfk_subtype.keys[0]
5e8228150dc171d3c93e74cd,http://bangordailynews.com/2013/07/11/opinion/editorials/shifting-perceptions-of-prostitution/?ref=opinionbox,Shifting perceptions of prostitution,"Photo courtesy of the FBI Photo courtesy of the FBI\n\nJuly 11, 2013 3:43 pm\n\nUpdated: July 11, 2013 5:16 pm\n\nVictims of sex trafficking in Maine might call themselves prostitutes. Their pimps and those buying their sex might call them prostitutes. But if they are not prostituting themselves by choice, they are victims. Their pimps, who control their behavior, often with violence, threats and drugs, are the criminals.\n\nOn Thursday, Gov. Paul LePage held a ceremonial signing of a bill, LD 1159, sponsored by Rep. Mark Dion, D-Portland, that gives Maine its first sex trafficking law. By replacing “aggravated promotion of prostitution” with “sex trafficking” in Maine law, the legislation shows a shift in cultural understanding of the crime. By adding sex trafficking as a human trafficking offense, it makes resources available to survivors. The law also increases penalties for traffickers and allows for more flexibility in the sentencing of “johns.”\n\nNow that Maine has the law, it will need the tools to enforce it. That means police, health care providers and district attorneys will have to think differently about what they are encountering in their distinct but connected professions.\n\nToo often, for example, pimps are arrested or prosecuted for side matters — such as money laundering, drug deals or assault — that don’t cut to the heart of their most egregious offense. Or doctors might see patients with rapid repeat pregnancies or abortions, a high number of reported sex partners, general ill health and a high incidence of sexually transmitted infections. Instead of treating individual problems, they must put the pieces together, know how to ask the right questions and connect their patients to the best resources.\n\nFor a long time, police performed their duty to uphold the law and arrested those acting as prostitutes: Undercover officers pretended to be customers, solicited sex and then arrested the man or woman. But police have gradually shifted their perception and approach, and trafficking convictions have followed suit.\n\nAn analysis by the police department in Anaheim, Calif., for example, found that prostitution activity always returned no matter how many women were arrested. The women often came from similar backgrounds of neglect and abuse, and a majority told police selling themselves was their only way to survive. The police came to realize many of the women were being trafficked.\n\nAnaheim police changed their strategy and began an effort to help women escape their dangerous situations and identify pimps as possible suspects. Instead of arresting the women, they began to take them off the street and bring them to a comfortable room at the police department where they could discuss the manipulation that led to their prostitution. They connected them with resources and pursued the traffickers with victims’ help.\n\nFrom the project’s inception in August 2011, through Oct. 31, 2012, 38 pimps were arrested and charged; 20 were convicted. At that time, 18 awaited trial, and Anaheim police had rescued 52 human trafficking victims.\n\nA change in awareness is also happening in Maine. In May, Sgt. Tim Farris of the Portland Police Department testified in support of LD 1159 and described what he had learned over the previous two years through interviews with hotel staff and girls involved in the sex trade. These were stories of people “being severely beaten, raped and choked unconscious, at times hoping for death,” he said. At the same time, he said police did not have the resources to adequately assist victims. They needed to coordinate with other agencies and build public awareness.\n\nSo they did. More than 500 police officers and providers have been trained on human trafficking prevention in the last couple years and specific groups are building response strategies. The Greater Portland Coalition Against Sex Trafficking and Exploitation formed in 2011 and similar groups are coalescing in Lewiston and Bangor. LD 1159 follows the work of many to bring the problem to the fore.\n\nMaine communities may not have the population of Anaheim, but sex trafficking exists here and will only get worse if the state does nothing. With a statute referring specifically to sex trafficking, police agencies will be better able to record and track cases that otherwise might be listed as prostitution or drug possession. It will help with enforcement to have a legal definition that’s broader than other applicable, but narrower, offenses, such as criminal restraint or kidnapping.\n\nPerhaps most importantly the law reflects a shifting perception that people selling sex are not necessarily prostitutes but possible victims. Not all the time, but very often, someone else is profiting from the sex acts performed by those who feel they have no choice.","Paul LePage held a ceremonial signing of a bill, LD 1159, sponsored by Rep. Mark Dion, D-Portland, that gives Maine its first sex trafficking law.\nBy replacing “aggravated promotion of prostitution” with “sex trafficking” in Maine law, the legislation shows a shift in cultural understanding of the crime.\nBy adding sex trafficking as a human trafficking offense, it makes resources available to survivors.\nThe Greater Portland Coalition Against Sex Trafficking and Exploitation formed in 2011 and similar groups are coalescing in Lewiston and Bangor.\nPerhaps most importantly the law reflects a shifting perception that people selling sex are not necessarily prostitutes but possible victims.",Human trafficking,Prostitution,"Bangor, Nova Scotia","Lewiston, Maine",Incident,"Lewiston, Androscoggin County, Maine, United States","Bangor, Gwynedd, Wales, United Kingdom",Child Trafficking,Accommodation/Hotel/Motel
5e8228150dc171d3c93e74c0,http://www.utsandiego.com/news/2013/jul/10/saudi-woman-arrested-in-human-trafficking-case/,Saudi woman arrested in human trafficking case,A woman from Saudi Arabia has been arrested in California on allegations she held a domestic worker against her will at a condominium.\n\nIrvine police say they arrested 42-year-old Meshael Alayban on Tuesday. Her occupation is listed as “princess” on the Orange County Sheriff’s Department’s inmate information website.\n\nHer arrest came after a Kenyan woman carrying a suitcase flagged down a bus on Tuesday and a passenger helped her contact police.\n\nPolice say the Kenyan had contracted to work for Alayban in 2012 and her passport was taken from her on arrival in Saudi Arabia.\n\nAdvertisement\n\nPolice say Alayban’s family traveled to the United States in May with the victim and four women from the Philippines.\n\nAlayban is due in court Wednesday. It’s not immediately clear if she has a lawyer.,A woman from Saudi Arabia has been arrested in California on allegations she held a domestic worker against her will at a condominium.\nIrvine police say they arrested 42-year-old Meshael Alayban on Tuesday.\nHer arrest came after a Kenyan woman carrying a suitcase flagged down a bus on Tuesday and a passenger helped her contact police.\nPolice say the Kenyan had contracted to work for Alayban in 2012 and her passport was taken from her on arrival in Saudi Arabia.\nAdvertisementPolice say Alayban’s family traveled to the United States in May with the victim and four women from the Philippines.,United States,Philippines,Philippines,United States,Incident,Saudi Arabia,Philippines,,
5e8228150dc171d3c93e74c4,http://www.sunstar.com.ph/breaking-news/2013/07/11/strip-club-manager-mandaue-convicted-human-trafficking-291957&c=1bqtc7eovgm_qanrt5bkdngbktfbblfqyln_6itwtoa&mkt=en-us,Strip club manager in Mandaue convicted of human trafficking,"A MANAGER of a high-end strip club in Mandaue City will spend her life in jail after she was found guilty by a court for selling minors as prostitutes.\nConvicted on July 3 by Judge Raphael Yrastorza of Mandaue City Regional Trial Court branch 28 was Nicole Cabillan, manager of Club Harem Bar and Restaurant. She was also ordered to pay a fine of P5 million for violating the Anti-Trafficking in Persons Act of 2003.\nCabillan was charged with another suspect who died while the case was on trial, according to a statement by the Department of Justice on Thursday.\nThe department said two of the four victims were minors. One of them testified that she was sold to customers for sex at the age of 14.\nSeparately, the US-based International Justice Mission said Wednesday police rescued the victims from the bar in December 2010.\n""Several police officers testified during the trial, but the conviction was precedent-setting because it was delivered without victim testimony. The judge did cite statements that had been recorded in notebooks found at the bar, where girls had written out prayers to God asking to be saved from their situation,"" said IJM, one of the non-government organizations representing the children’s sector in the Inter-Agency Council Against Trafficking (IACAT)\nCabillan's conviction was the first in Mandaue City and 108th nationwide since the establishment of IACAT in 2005.\n""Every conviction of a trafficker demonstrates that these crimes are no longer tolerable in the Philippines. The days of impunity have ended. We are seeing a wave of momentum,"" said IJM national director Andrey Sawchenco.\nAgents of the National Bureau of Investigation (NBI) recently rescued three minors and arrested a couple for child internet pornography in Cebu. The suspects were already charged before Cebu Provincial Prosecutor’s Office. (Virgil Lopez/Sunnex)","A MANAGER of a high-end strip club in Mandaue City will spend her life in jail after she was found guilty by a court for selling minors as prostitutes.\nConvicted on July 3 by Judge Raphael Yrastorza of Mandaue City Regional Trial Court branch 28 was Nicole Cabillan, manager of Club Harem Bar and Restaurant.\nCabillan was charged with another suspect who died while the case was on trial, according to a statement by the Department of Justice on Thursday.\n""Several police officers testified during the trial, but the conviction was precedent-setting because it was delivered without victim testimony.",Crime,Federal Bureau of Investigation,Cebu,Philippines,Incident,"Mandaue City, Province of Cebu, Central Visayas, Philippines",United States,Child Trafficking,Prostitution/Brothel/Escort Agency
5e8227c20dc171d3c93e74a2,http://www.irishtimes.com/news/china-accused-of-murdering-falun-gong-members-for-organ-harvesting-1.1459522,China ‘murdering Falun Gong members for organ harvesting’,"An estimated 8,000 prisoners of conscience in China have their organs removed forcibly every year to supply a burgeoning transplant market operated by the Chinese military, an Oireachtas joint committee heard yesterday.\n\nNot all of them die but since 2001, some 65,000 Falun Gong practitioners have been murdered to facilitate organ transplant, it was claimed.\n\nThe assertions came from David Matas, a Canada-based international human rights lawyer, and Ethan Gutmann, a London-based American journalist who has specialised in investigating unethical organ harvesting in China.\n\nGiving evidence yesterday to the Joint Committee on Foreign Affairs and Trade, they urged Ireland to lobby the European Union to confront the Chinese authorities more trenchantly over the forced removal of organs, both from prisoners sentenced to death and prisoners of conscience, such as Falun Gong, and to enact legislation here to ban organ transplant tourism, as Israel has done.\n\n“It hasn’t stopped the killing [in China],” said Mr Matas, “but it has stopped complicity and it sends a message.”\n\nMr Gutmann, who has been examining unethical organ harvesting in China for seven years, said there was “no legal way” for practitioners of Falun Gong to be executed. “But it’s a bit like the Inquisition,” he said, “they just disappear.”\n\nFalun Gong is a spiritual discipline based on meditation and is opposed vigorously by the Communist authorities in China.\n\nMr Gutmann said evidence existed that in some instances, firing squads sought only to wound their victims so organs could be extracted from living tissue. In such cases, the removal of organs was the cause of death rather than execution.\n\nSenator David Norris, who sponsored a motion urging the Government to use international forums to oppose forced organ harvesting in China, said what was happening was “a massive crime against humanity and mass murder”.\n\nHe decried a Department of Foreign Affairs briefing paper on the subject which he said saw the issue in terms of trade and referred to “the autonomous region of Tibet”.\n\nHis motion was passed unanimously and without a vote.","Not all of them die but since 2001, some 65,000 Falun Gong practitioners have been murdered to facilitate organ transplant, it was claimed.\nThe assertions came from David Matas, a Canada-based international human rights lawyer, and Ethan Gutmann, a London-based American journalist who has specialised in investigating unethical organ harvesting in China.\n“It hasn’t stopped the killing [in China],” said Mr Matas, “but it has stopped complicity and it sends a message.”Mr Gutmann, who has been examining unethical organ harvesting in China for seven years, said there was “no legal way” for practitioners of Falun Gong to be executed.\n“But it’s a bit like the Inquisition,” he said, “they just disappear.”Falun Gong is a spiritual discipline based on meditation and is opposed vigorously by the Communist authorities in China.\nSenator David Norris, who sponsored a motion urging the Government to use international forums to oppose forced organ harvesting in China, said what was happening was “a massive crime against humanity and mass murder”.",Falun Gong,Capital punishment,Israel,Republic of Ireland,Article,China,"London, Ontario, Canada",Forced Criminality,Illicit Activities
5e8227c20dc171d3c93e7497,http://www.theglobeandmail.com/news/toronto/u-of-t-professor-charged-with-two-additional-counts-of-child-exploitation/article13115032/?cmpid=rss1,U of T professor charged with child exploitation released on bail,"An esteemed University of Toronto professor and former deputy minister charged with child exploitation has been released on bail with strict conditions limiting his ability to travel and access the Internet.\n\nBenjamin Levin, 61, was arrested and charged Monday with making and distributing child pornography, counselling to commit an indictable offence, and arranging to commit a sexual offence against a child under the age of 16. On Wednesday, the Crown laid two more charges of possessing and accessing child pornography, bringing the total number of charges against the tenured professor to seven.\n\nA native of Winnipeg, the Harvard-educated Mr. Levin initially worked for the Manitoba government, rising to become the top public servant in both the ministries of Advanced Education and Education, Training and Youth. He also served as Ontario's deputy minister of education from 2004 to 2007. Earlier this year when Ontario Premier Kathleen Wynne replaced Dalton McGuinty, she appointed Mr. Levin to her transition team to provide advice on high-level policy and strategy matters.\n\nStory continues below advertisement\n\nMs. Wynne issued a statement Wednesday saying that the charges against Mr. Levin ""are absolutely terrifying.""\n\n""The safety and well-being of our children has always been my absolute priority and at no time did I have any suspicion of criminal behaviour. I am confident that the police and judicial system will address these serious allegations,"" Ms. Wynne said.\n\nOntario Court Justice Fergus O'Donnell ruled that Mr. Levin should not knowingly be in the presence of anybody under the age of 16. He also cannot visit schools, parks or other areas where children tend to gather unless he is accompanied by someone older than 21 and without a criminal record.\n\nThe bail amount has been set at $100,000. He cannot live with Barbara, his wife of 35 years, because she is on an extended canoe trip in the Northwest Territories, and Mr. Levin's family and lawyers have been unable to reach her. He may move back home if she consents after her return, provided he gives police 48 hours written notice.\n\nMr. Levin is also not allowed to access the Internet except in his office at the U of T. He is barred from accessing social networking sites and e-mail accounts outside of his employee account. Video and phone messaging and devices capable of taking photos, are all off-limits.\n\nNone of the allegations against Mr. Levin have been proven in court. He has been the subject of three separate police investigations in Toronto, New Zealand and London, Ont. for about a year.\n\nMr. Levin is being represented by lawyers Clayton Ruby and Gerald Chan. Mr. Chan had said on Monday that his client is ""anxious to vigorously"" defend the charges against him. Mr. Ruby echoed his sentiments on Wednesday.\n\nStory continues below advertisement\n\n""He's a man who has made enormous contributions to the educational system in this province and the changes have been copied around the world,"" said Mr. Ruby. ""And I intend to work very hard to see that he's shown to be innocent.""\n\nWith a report from Adrian Morrow.","An esteemed University of Toronto professor and former deputy minister charged with child exploitation has been released on bail with strict conditions limiting his ability to travel and access the Internet.\nOn Wednesday, the Crown laid two more charges of possessing and accessing child pornography, bringing the total number of charges against the tenured professor to seven.\nStory continues below advertisementMs. Wynne issued a statement Wednesday saying that the charges against Mr. Levin ""are absolutely terrifying.""\nOntario Court Justice Fergus O'Donnell ruled that Mr. Levin should not knowingly be in the presence of anybody under the age of 16.\nNone of the allegations against Mr. Levin have been proven in court.",Dalton McGuinty,Crime,Ont.,London,Incident,"Winnipeg, Manitoba, Canada","Ontario, Canada",Child Sexual Exploitation,Illicit Activities
5e8228b90dc171d3c93e752c,http://www.foxnews.com/us/2013/07/16/ice-arrests-255-people-in-child-exploitation-cases/?utm_source=feedburner&utm_medium=feed&utm_campaign=feed%3a+foxnews%2fnational+%28internal+-+us+latest+-+text%29,ICE arrests 255 people in child exploitation cases,"Immigration and Customs Enforcement says it has arrested 255 people in an international child exploitation investigation.\n\nICE officials say they also identified 61 child victims in the five-week operation that ended June 30.\n\nTwenty people were charged with online sexual enticement of a minor. The remaining 235 people were charged with child pornography production, possession or distribution of child pornography, traveling with the intent to have sex with a minor, or other various offenses including rape.\n\nSo far this year, agents have arrested more than 1,600 people in such investigations.","Immigration and Customs Enforcement says it has arrested 255 people in an international child exploitation investigation.\nICE officials say they also identified 61 child victims in the five-week operation that ended June 30.\nTwenty people were charged with online sexual enticement of a minor.\nThe remaining 235 people were charged with child pornography production, possession or distribution of child pornography, traveling with the intent to have sex with a minor, or other various offenses including rape.\nSo far this year, agents have arrested more than 1,600 people in such investigations.",Sexual intercourse,U.S. Immigration and Customs Enforcement,,,Incident,,,Child Sexual Exploitation,Personal Sexual Servitude
5e8228980dc171d3c93e750f,http://www.nbcnews.com/id/42108748/ns/us_news-crime_and_courts/t/massive-online-pedophile-ring-busted-cops&c=r6cn1vp66jbxn_p9bjiue2vftavrtqhqa1edhaff-h8&mkt=en-us,Massive online pedophile ring busted by cops,"An Internet pedophile ring with up to 70,000 members — thought to be the world's largest —has been uncovered by police, a security official said Wednesday.\n\nThe European police agency Europol said in a statement that ""Operation Rescue"" had identified 670 suspects and that 230 abused children in 30 countries had been taken to safety. More children are expected to be found, Europol said.\n\nIt said that so far 184 people had been arrested and investigations in some countries were continuing. Most of those detained are suspected of direct involvement in sexually abusing children.\n\nThey include teachers, police officers and scout leaders, AP reported. One Spaniard who worked at summer youth camps is suspected of abusing some 100 children over five years.\n\nEuropol director Rob Wainwright said Wednesday the ring, which communicated using an Internet forum, was ""probably the largest online pedophile network in the world.""\n\nCori Bassett, a public affairs officer for U.S. Immigration and Customs Enforcement, said in an email that there had been five arrests and four convictions in connection with Operation Rescue in the U.S.\n\n""Arrests so far have been made in Georgia and Connecticut. ICE continues to pursue the leads provided by Europol,"" she added.\n\nThe website was shut down following the three-year investigation, Europol said.\n\n""The website operated from a server based in the Netherlands and, at its height, boasted up to 70,000 members worldwide,"" it added.\n\n""It attempted to operate as a 'discussion–only' forum where people could share their sexual interest in young boys without committing any specific offences, thus operating 'below the radar' of police attention,"" Europol said.\n\n""Having made contact on the site, some members would move to more private channels, such as email, to exchange and share illegal images and films of children being abused. Computers seized from those arrested have harvested huge quantities of child abuse images and videos,"" it added.\n\nPolice infiltrated site\n\nThe Europol statement said U.K. and Australian police infiltrated the site to identify the members who posed the greatest danger to children. Police also sometimes posed as children online as part of the investigation.\n\nLaw enforcement authorities from 13 countries, including the United States, Australia, Canada, Italy, Spain and the U.K., were involved in the case, Europol said.\n\nThe statement said Europol analysts had cracked the security features of a key computer server at the center of the network which uncovered the identities of suspected child sex offenders.\n\nAnd, after his arrest, the forum's Dutch administrator helped police break encryption measures that shielded users' identities, allowing police to begin their covert investigations.\n\n""Europol subsequently issued over 4,000 intelligence reports to police authorities in over 30 countries in Europe and elsewhere, which has led to the arrests of suspects and the safeguarding of children,"" Europol said.\n\nWainwright said he was proud of the ""exceptional work of our experts in helping police authorities around the world to record these groundbreaking results.""\n\n""The safeguarding of so many vulnerable children is particularly rewarding and demonstrates the commitment of our agency to make Europe a safer place for its citizens,"" he added.\n\nThe investigation was led by Britain's Child Exploitation and Online Protection Center.\n\nPeter Davies, of the center, said there would be more arrests as the investigations continue.\n\n""Those who have been members of the site can expect a knock on the door in the very near future,"" he said.\n\nIn Britain, police said, the children involved were aged between 7 and 14.\n\nAustralian Federal Police commander Grant Edwards said suspects arrested in Australia ranged in age from 19 to 84 and used the Internet to ""prey on children with anonymity, with subterfuge and with camouflage.""\n\nChildren, Edwards said, ""should be able to use the Internet safely, without fear of being approached or groomed by these online predators.""","An Internet pedophile ring with up to 70,000 members — thought to be the world's largest —has been uncovered by police, a security official said Wednesday.\nEuropol director Rob Wainwright said Wednesday the ring, which communicated using an Internet forum, was ""probably the largest online pedophile network in the world.""\nPolice infiltrated siteThe Europol statement said U.K. and Australian police infiltrated the site to identify the members who posed the greatest danger to children.\nPolice also sometimes posed as children online as part of the investigation.\nChildren, Edwards said, ""should be able to use the Internet safely, without fear of being approached or groomed by these online predators.""",Child sexual abuse,Child abuse,Canada,Italy,Incident,Georgia,"Connecticut, United States",Child Sexual Exploitation,Illicit Activities
5e8228980dc171d3c93e750b,http://www.deccanherald.com/content/345097/thirty-child-labourers-rescued.html,Thirty child labourers rescued,"Delhi Police, in association with the labour department and NGO Bachpan Bachao Andolan, rescued 30 child labourers, aged between seven and 16 years, and arrested four of their employers on Monday.\n\n\n\n\n\nThe children were employed in inhuman conditions at an embroidery unit at the Garhi in Lajpat Nagar.\n\n\n\nMostly from Madhubani, Darbhanga and Sitamarhi districts of Bihar and Barbanki district of Uttar Pradesh, the children were allegedly made to work for 12 to 14 hours a day, with as little as half-an-hour break in between.\n\n\n\nTheir employers had restricted their movements and they were forced to work in closed rooms, thus compelled to eat, sleep and work in the same room. In fact, 16 children were found working in 10x4 rooms.\n\n\n\nMannu (name changed), a 12-year-old boy from Bihar who was rescued, had been brought to the Capital for sightseeing by a man from his village. A few days after arrival, the man asked him to shuffle between work and education. However, though he was working at the embroidery unit, he was not enrolled in any school. Moreover, the man left him in the city never to come back.\n\n\n\nThe boy had allegedly been working at the unit for two months and without receiving any remuneration for his work. The kid was elated on being rescued and said, “I am very happy that I am going back home to see my parents. I will go back to school.”\n\nKailash Satyarthi, founder of Bachpan Bachao Andolan, under whose complaint the raid was conducted, accused the labour department of negligence due to which child labour was thriving in the area.\n\n\n\n“This is the sixth raid in Garhi since 2009 and children are still found to be working here. This shows that there is lack of fear among the factory owners. Hence, more stringent steps should be taken to punish the culprits,” he said.","Delhi Police, in association with the labour department and NGO Bachpan Bachao Andolan, rescued 30 child labourers, aged between seven and 16 years, and arrested four of their employers on Monday.\nThe children were employed in inhuman conditions at an embroidery unit at the Garhi in Lajpat Nagar.\nMannu (name changed), a 12-year-old boy from Bihar who was rescued, had been brought to the Capital for sightseeing by a man from his village.\nThe kid was elated on being rescued and said, “I am very happy that I am going back home to see my parents.\n“This is the sixth raid in Garhi since 2009 and children are still found to be working here.",Employment,Uttar Pradesh,Barbanki,Sitamarhi,Incident,"Bihar, Bogra, Rajshahi Division, Bangladesh","Uttar Pradesh, India",Child Labour,Manufacturing/Factories
5e8228e30dc171d3c93e7545,http://www.nation.com.pk/pakistan-news-newspaper-daily-english-online/national/18-jul-2013/fia-arrests-three-staffers-for-human-trafficking,FIA arrests three staffers for human trafficking,"For news details Read on : FIA arrests three staffers for human trafficking 		\nISLAMABAD   -  In a rare and first kind of development in the history of Federal Investigation Agency (FIA), the agency Wednesday arrested its own three officials and removed an assistant director for their alleged involvement in human trafficking only under the directions of Interior Minister Chaudhry Nisar Ali Khan.\nThe Interior Minister, the other day, had taken notice of a report that some Pakistani passengers travelling on fake documents had been nabbed in Istanbul, Turkey and later deported to Pakistan. He had directed the Director General FIA Saud Mirza to hold an inquiry against those FIA immigration wing officials who helped these passengers to travel from Pakistan to Istanbul and necessary action should be taken against the guilty. He had ordered to present a report to him within 24 hours in this connection.\nThe DG FIA after holding an inquiry held responsible Abbas Baloch Assistant Director; Afzal Niazi, Inspector; Aman Ullah, Assistant Sub-Inspector (ASI) and Sajid Munir, constable for allegedly involved in this case.\nSoon after the report was presented to the interior minister, he ordered the arrest of the three officials and FIA registered an FIR (first information report) against inspector, ASI and constable and all were arrested, an official of the Ministry of Interior said. Similarly, the assistant director was also removed from the airport duty and was asked to report to the FIA Headquarters. Departmental proceeding is being initiated against him, says an official statement of the ministry. \nAccording to details, two males and one female passenger, three weeks ago, wanted to travel to Paris via Istanbul through a foreign airline on fake documents but were nabbed in Istanbul. They had flown from Benazir Bhutto International Airport for Istanbul, the inquiry of FIA said. \nFIA inquiry held guilty the inspector, ASI and a constable for helping these passengers to travel on fake documents and later helping them to safely escape from the Islamabad airport.\nThere are hundreds of complaints that FIA’s immigration wing were allegedly involved in the notorious business of human trafficking and help the passengers to travel on fake documents after minting huge amounts of money but such kind of arrests were never made in the past.","ISLAMABAD   -  In a rare and first kind of development in the history of Federal Investigation Agency (FIA), the agency Wednesday arrested its own three officials and removed an assistant director for their alleged involvement in human trafficking only under the directions of Interior Minister Chaudhry Nisar Ali Khan.\nHe had directed the Director General FIA Saud Mirza to hold an inquiry against those FIA immigration wing officials who helped these passengers to travel from Pakistan to Istanbul and necessary action should be taken against the guilty.\nFIA inquiry held guilty the inspector, ASI and a constable for helping these passengers to travel on fake documents and later helping them to safely escape from the Islamabad airport.",Benazir Bhutto,Arrest,Paris,Turkey,Incident,"İstanbul, Istanbul, Turkey","Islamabad, Pakistan",Child Trafficking,Sexual Servitude
5e8229720dc171d3c93e758a,http://www.iol.co.za/news/crime-courts/pensioner-in-court-for-sexual-exploitation-1.1549771,Pensioner in court for sexual exploitation,"Cape Town - The bail application of a 77-year-old man accused of sexual exploitation was postponed in the Goodwood Magistrate's Court on Friday, Western Cape police said.\n\n“He appeared this morning but the magistrate postponed the application until next week Tuesday,” said spokesman Nathan Ladegourdie.\n\nThe man has not yet pleaded.\n\nHe is being charged for crimes allegedly committed against two 14-year-old girls, a 15-year-old girl, and a 20-year-old woman between 2010 and this year.\n\nThe four were rescued from a house in Richwood in a joint police operation last Friday.","Cape Town - The bail application of a 77-year-old man accused of sexual exploitation was postponed in the Goodwood Magistrate's Court on Friday, Western Cape police said.\n“He appeared this morning but the magistrate postponed the application until next week Tuesday,” said spokesman Nathan Ladegourdie.\nThe man has not yet pleaded.\nHe is being charged for crimes allegedly committed against two 14-year-old girls, a 15-year-old girl, and a 20-year-old woman between 2010 and this year.\nThe four were rescued from a house in Richwood in a joint police operation last Friday.",Bail,Female,"Richwood, Wisconsin",Cape Town,Incident,,,Sexual Exploitation,Illicit Activities
